user_id,first_name,last_name,age,gender,location,signUpDate,subscriptionPlan,deviceType
51,Jackie,Harm,36,Male,Delhi,9/18/2022,Gold,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.24 (KHTML, like Gecko) Ubuntu/10.04 Chromium/11.0.696.0 Chrome/11.0.696.0 Safari/534.24"
52,Claiborne,Rowbotham,22,Male,Bangalore,2/3/2023,Gold,"Mozilla/5.0 (X11; U; Linux x86_64; en-US) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.20 Safari/535.1"
53,Patrizius,Cushion,25,Male,Abu Dhabi,1/21/2023,Premium,Mozilla/5.0 (X11; OpenBSD amd64; rv:28.0) Gecko/20100101 Firefox/28.0
54,Renaldo,Alldritt,25,Male,California,12/28/2022,Basic,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.11 (KHTML, like Gecko) Ubuntu/10.10 Chromium/17.0.963.65 Chrome/17.0.963.65 Safari/535.11"
55,Karna,McGooch,65,Female,Bangalore,4/4/2022,Basic,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:9.0a2) Gecko/20111101 Firefox/9.0a2
56,Guillemette,Chiddy,18,Female,Mumbai,7/18/2022,Premium,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2226.0 Safari/537.36"
57,Alexia,Boraston,82,Female,Detroit,10/27/2022,Gold,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.6 (KHTML, like Gecko) Chrome/16.0.897.0 Safari/535.6"
58,Harley,Gillice,47,Bigender,Detroit,1/31/2023,Gold,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4"
59,Terencio,Neeve,24,Male,Detroit,1/7/2023,Platinum,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/535.24 (KHTML, like Gecko) Chrome/19.0.1055.1 Safari/535.24"
60,Willetta,Nerney,44,Female,Delhi,12/24/2022,Premium,Mozilla/5.0 (Windows NT 5.1; rv:15.0) Gecko/20100101 Firefox/13.0.1
61,Wolfy,Caldes,32,Bigender,Abu Dhabi,6/25/2022,Platinum,"Mozilla/5.0 (Windows NT 4.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2049.0 Safari/537.36"
62,Hedvige,Wennam,49,Female,Mumbai,3/11/2023,Platinum,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.93 Safari/537.36"
63,Cristin,Andrew,16,Female,Karachi,12/19/2022,Gold,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.8 (KHTML, like Gecko) Chrome/16.0.912.63 Safari/535.8"
64,Izaak,Diegan,30,Male,Mumbai,5/16/2022,Basic,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.91 Chromium/12.0.742.91 Safari/534.30"
65,Oberon,Swettenham,50,Male,Sydney,12/27/2022,Platinum,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:14.0) Gecko/20100101 Firefox/14.0.1
66,Charlotta,Simmill,40,Polygender,Osaka,4/21/2022,Premium,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2227.0 Safari/537.36"
67,Ninetta,Bastide,22,Female,California,4/7/2022,Platinum,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.861.0 Safari/535.2"
68,Jed,Forcer,64,Male,California,8/7/2022,Basic,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.65 Safari/535.11"
69,Sheree,Flipek,34,Female,California,6/25/2022,Premium,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.813.0 Safari/535.1"
70,Mimi,Lampart,100,Female,NewYork,3/30/2022,Platinum,"Mozilla/5.0 (iPhone; U; ru; CPU iPhone OS 4_2_1 like Mac OS X; fr) AppleWebKit/533.17.9 (KHTML, like Gecko) Version/5.0.2 Mobile/8C148a Safari/6533.18.5"
71,Aldric,Helgass,11,Male,Detroit,4/28/2022,Premium,"Mozilla/5.0 (Windows NT 6.4; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2225.0 Safari/537.36"
72,Robbyn,Tindle,38,Female,Florida,1/21/2023,Gold,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:22.0) Gecko/20130328 Firefox/22.0
73,Agace,Francescotti,92,Female,Osaka,6/4/2022,Gold,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.35 (KHTML, like Gecko) Ubuntu/10.10 Chromium/13.0.764.0 Chrome/13.0.764.0 Safari/534.35"
74,Enrica,Orgen,38,Female,NewYork,3/30/2022,Premium,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.43 Safari/534.24"
75,Huntley,Gilbride,48,Male,Sydney,1/15/2023,Premium,"Mozilla/5.0 (X11; U; Linux x86_64; en-US) AppleWebKit/534.16 (KHTML, like Gecko) Chrome/10.0.648.82 Safari/534.16"
76,Jillane,Layland,43,Agender,California,1/8/2023,Basic,"Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/533.19.4 (KHTML, like Gecko) Version/5.0.2 Safari/533.18.5"
77,Lawrence,Selvester,83,Male,Abu Dhabi,10/23/2022,Platinum,Mozilla/5.0 (Windows NT 6.2; Win64; x64; rv:21.0.0) Gecko/20121011 Firefox/21.0.0
78,Marnia,Copas,62,Female,Dubai,2/7/2023,Platinum,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.124 Safari/537.36"
79,Barn,Maryin,82,Male,California,4/13/2022,Platinum,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3_3 like Mac OS X; ja-jp) AppleWebKit/533.17.9 (KHTML, like Gecko) Version/5.0.2 Mobile/8J2 Safari/6533.18.5"
80,Glynnis,Hearl,79,Female,Sydney,5/25/2022,Gold,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.66 Safari/535.11"
81,Vasilis,Cicerone,84,Agender,Mumbai,6/22/2022,Premium,Mozilla/5.0 (Windows NT 6.1; rv:21.0) Gecko/20130328 Firefox/21.0
82,Mellisa,Probetts,26,Female,Mumbai,9/4/2022,Gold,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.815.10913 Safari/535.1"
83,Candra,Kivits,59,Female,Dubai,1/15/2023,Basic,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.14 (KHTML, like Gecko) Chrome/24.0.1292.0 Safari/537.14"
84,Brok,Gillyett,50,Male,Sydney,4/9/2022,Basic,Mozilla/5.0 (Windows NT 6.1; rv:12.0) Gecko/ 20120405 Firefox/14.0.1
85,Linell,Postlewhite,78,Non-binary,Delhi,3/20/2022,Premium,"Mozilla/5.0 (Windows; U; Windows NT 6.0; fr-FR) AppleWebKit/533.18.1 (KHTML, like Gecko) Version/5.0.2 Safari/533.18.5"
86,Nicola,D'Oyly,83,Male,Florida,9/22/2022,Premium,"Mozilla/5.0 (Windows NT 6.0; WOW64) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.66 Safari/535.11"
87,Berri,Twiggins,80,Female,Delhi,5/20/2022,Platinum,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_6; ko-kr) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27"
88,Fan,Winfindale,28,Female,Osaka,5/16/2022,Premium,Mozilla/5.0 (Windows NT 6.1; rv:14.0) Gecko/20100101 Firefox/18.0.1
89,Aurora,Sarver,82,Female,California,8/26/2022,Basic,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/536.3 (KHTML, like Gecko) Chrome/19.0.1063.0 Safari/536.3"
90,Pamela,Skotcher,42,Female,California,11/26/2022,Platinum,Mozilla/5.0 (Windows NT 6.1; rv:21.0) Gecko/20130328 Firefox/21.0
91,Marchelle,McDonnell,87,Female,NewYork,10/1/2022,Premium,"Mozilla/5.0 (Windows; U; Windows NT 6.1; fr-FR) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27"
92,Dewitt,Abramovici,71,Male,Karachi,10/31/2022,Gold,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_5_8; zh-cn) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27"
93,Myer,Arbon,99,Non-binary,Karachi,11/9/2022,Gold,Mozilla/6.0 (Windows NT 6.2; WOW64; rv:16.0.1) Gecko/20121011 Firefox/16.0.1
94,Abigael,Green,85,Female,Detroit,4/16/2022,Premium,"Mozilla/5.0 (Windows NT 6.0; WOW64) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.41 Safari/535.1"
95,Kelcey,McCallion,34,Female,Mumbai,10/26/2022,Platinum,"Mozilla/5.0 (X11; U; Linux x86_64; en-ca) AppleWebKit/531.2+ (KHTML, like Gecko) Version/5.0 Safari/531.2+"
96,Evania,Lucien,29,Female,NewYork,3/31/2022,Platinum,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_3) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.32 Safari/535.1"
97,Samara,Grayshan,94,Female,Mumbai,5/14/2022,Platinum,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/536.3 (KHTML, like Gecko) Chrome/19.0.1061.1 Safari/536.3"
98,Sybille,Carrigan,19,Female,Mumbai,6/13/2022,Basic,"Mozilla/5.0 (Windows; U; Windows NT 6.0; ja-JP) AppleWebKit/533.16 (KHTML, like Gecko) Version/5.0 Safari/533.16"
99,Angil,Whiten,11,Female,Mumbai,4/15/2022,Premium,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/22.0.1207.1 Safari/537.1"
100,Terence,Wild,21,Male,Mumbai,11/9/2022,Gold,Mozilla/5.0 (Windows NT 6.1; rv:21.0) Gecko/20130401 Firefox/21.0
101,Max,Cowdry,74,Female,California,2/17/2023,Platinum,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.872.0 Safari/535.2"
102,Iris,Mushawe,63,Female,California,2/27/2023,Platinum,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.2 (KHTML, like Gecko) Ubuntu/11.04 Chromium/15.0.871.0 Chrome/15.0.871.0 Safari/535.2"
103,Glennis,Farrin,33,Female,Sydney,11/5/2022,Platinum,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.41 Safari/535.1"
104,Wylma,Litherland,32,Genderqueer,Karachi,6/29/2022,Gold,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.66 Safari/535.11"
105,Haskel,Russ,83,Male,Bangalore,4/10/2022,Basic,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_3) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.32 Safari/535.1"
106,Borden,Prose,92,Male,Mumbai,12/21/2022,Basic,"Mozilla/5.0 (X11; U; Linux x86_64; en-US) AppleWebKit/534.16 (KHTML, like Gecko) Chrome/10.0.648.82 Safari/534.16"
107,Keri,Pittford,53,Bigender,Abu Dhabi,7/5/2022,Gold,"Mozilla/5.0 (Android 2.2; Windows; U; Windows NT 6.1; en-US) AppleWebKit/533.19.4 (KHTML, like Gecko) Version/5.0.3 Safari/533.19.4"
108,Grace,Slopier,23,Male,NewYork,9/5/2022,Premium,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.1 (KHTML, like Gecko) Ubuntu/11.04 Chromium/13.0.782.41 Chrome/13.0.782.41 Safari/535.1"
109,Vassili,Gunthorp,51,Male,Dubai,8/29/2022,Platinum,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.9.1.16) Gecko/20120421 Firefox/11.0
110,Gary,Lucius,58,Male,Dubai,1/14/2023,Premium,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10; rv:33.0) Gecko/20100101 Firefox/33.0
111,Sawyere,O'Connolly,80,Male,Dubai,7/29/2022,Premium,Mozilla/5.0 (Windows NT 6.1; rv:21.0) Gecko/20130328 Firefox/21.0
112,Mario,Jurgenson,22,Male,Delhi,3/29/2022,Platinum,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.56 Safari/535.11"
113,Karina,Checchi,31,Female,Dubai,12/16/2022,Gold,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_0) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.0 Safari/534.24"
114,Mitchael,Southard,100,Male,Karachi,1/8/2023,Premium,Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:15.0) Gecko/20100101 Firefox/15.0.1
115,Phil,Buswell,39,Female,California,5/17/2022,Gold,"Mozilla/5.0 (Windows NT 6.1; en-US) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.750.0 Safari/534.30"
116,Shane,Jaouen,16,Genderfluid,Detroit,7/6/2022,Platinum,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.3 (KHTML, like Gecko) Chrome/19.0.1062.0 Safari/536.3"
117,Ninnette,Charity,69,Female,Delhi,5/27/2022,Platinum,"Mozilla/5.0 (Windows; U; Windows NT 5.1; en) AppleWebKit/526.9 (KHTML, like Gecko) Version/4.0dp1 Safari/526.8"
118,Ailbert,Dyzart,71,Male,Dubai,2/16/2023,Gold,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_2) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.65 Safari/535.11"
119,Minne,Shewsmith,18,Female,Abu Dhabi,10/3/2022,Gold,"Mozilla/5.0 (Windows NT 4.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2049.0 Safari/537.36"
120,Monte,Riddlesden,60,Male,Sydney,8/19/2022,Platinum,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/536.3 (KHTML, like Gecko) Chrome/19.0.1061.1 Safari/536.3"
121,Emmi,Dayce,57,Female,California,2/17/2023,Basic,Mozilla/5.0 (Windows NT 6.2; rv:22.0) Gecko/20130405 Firefox/22.0
122,Gannon,Ciraldo,15,Male,California,5/31/2022,Premium,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.2 (KHTML, like Gecko) Ubuntu/11.04 Chromium/15.0.871.0 Chrome/15.0.871.0 Safari/535.2"
123,Alastair,Rhydderch,84,Male,Karachi,12/19/2022,Gold,Mozilla/5.0 (Windows NT 5.1; rv:14.0) Gecko/20120405 Firefox/14.0a1
124,Hazlett,Hornbuckle,91,Male,Abu Dhabi,8/15/2022,Premium,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.16 Safari/537.36"
125,Fairfax,Schulze,72,Male,California,1/3/2023,Platinum,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:17.0) Gecko/20100101 Firefox/17.0.6
126,Gabie,Gerckens,41,Male,Mumbai,9/5/2022,Platinum,"Mozilla/5.0 (Windows 8) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.112 Safari/534.30"
127,Dana,Arnaldi,94,Male,California,9/8/2022,Gold,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.66 Safari/535.11"
128,Gwenny,Passion,13,Female,Florida,3/9/2023,Premium,Mozilla/5.0 (Windows NT 6.1; rv:15.0) Gecko/20120716 Firefox/15.0a2
129,Efrem,Schimaschke,92,Polygender,Karachi,6/20/2022,Premium,"Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US) AppleWebKit/534.19 (KHTML, like Gecko) Chrome/11.0.661.0 Safari/534.19"
130,Justinn,Gomersall,65,Female,Detroit,12/2/2022,Premium,"Mozilla/5.0 (Windows NT 6.0; WOW64) AppleWebKit/535.7 (KHTML, like Gecko) Chrome/16.0.912.36 Safari/535.7"
131,Magdalene,Masham,51,Female,Dubai,10/2/2022,Premium,"Mozilla/5.0 (X11; CrOS i686 0.13.587) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.14 Safari/535.1"
